"V1","V2","ID1","pi","nSNP"
"Mp8g08640.2","KEGG:K03005:RPA49, POLR1E, DNA-directed RNA polymerase I subunit RPA49; KOG:KOG4183:RNA polymerase I 49 kDa subunit, N-term missing, [K]; MobiDBLite:consensus disorder prediction; Pfam:PF06870:A49-like RNA polymerase I associated factor; PANTHER:PTHR14440:DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA49; GO:0006351:transcription, DNA-templated; GO:0003677:DNA binding; MapolyID:Mapoly0063s0055","Mp8g08640","0.0007024992","10"
"Mp8g08650.1","KOG:KOG4422:Uncharacterized conserved protein, N-term missing, [S]; ProSiteProfiles:PS51375:Pentatricopeptide (PPR) repeat profile.; SUPERFAMILY:SSF48452:TPR-like; MobiDBLite:consensus disorder prediction; TIGRFAM:TIGR00756:PPR: pentatricopeptide repeat domain; G3DSA:1.25.40.10; Pfam:PF13812:Pentatricopeptide repeat domain; Pfam:PF13041:PPR repeat family; Pfam:PF12854:PPR repeat; PANTHER:PTHR47933:PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN 1, MITOCHONDRIAL; GO:0005515:protein binding; MapolyID:Mapoly0063s0054; MPGENES:MpPPR_41:Pentatricopeptide repeat proteins","Mp8g08650",NA,NA
"Mp8g08660.1","KEGG:K07573:CSL4, EXOSC1, exosome complex component CSL4; KOG:KOG3409:Exosomal 3'-5' exoribonuclease complex, subunit ski4 (Csl4), [J]; G3DSA:2.40.50.100; SUPERFAMILY:SSF110324:Ribosomal L27 protein-like; CDD:cd05791:S1_CSL4; Pfam:PF14382:Exosome complex exonuclease RRP4 N-terminal region; PANTHER:PTHR12686:3'-5' EXORIBONUCLEASE CSL4-RELATED; SUPERFAMILY:SSF50249:Nucleic acid-binding proteins; Pfam:PF10447:Exosome component EXOSC1/CSL4; G3DSA:2.40.50.140; ProSiteProfiles:PS50126:S1 domain profile.; GO:0003723:RNA binding; GO:0006396:RNA processing; GO:0000178:exosome (RNase complex); GO:0003676:nucleic acid binding; MapolyID:Mapoly0063s0053","Mp8g08660","0.0003810610"," 1"
"Mp8g08660.2","KEGG:K07573:CSL4, EXOSC1, exosome complex component CSL4; KOG:KOG3409:Exosomal 3'-5' exoribonuclease complex, subunit ski4 (Csl4), N-term missing, [J]; PANTHER:PTHR12686:3'-5' EXORIBONUCLEASE CSL4-RELATED; CDD:cd05791:S1_CSL4; Pfam:PF10447:Exosome component EXOSC1/CSL4; G3DSA:2.40.50.140; ProSiteProfiles:PS50126:S1 domain profile.; SUPERFAMILY:SSF50249:Nucleic acid-binding proteins; GO:0003723:RNA binding; GO:0006396:RNA processing; GO:0000178:exosome (RNase complex); GO:0003676:nucleic acid binding; MapolyID:Mapoly0063s0053","Mp8g08660","0.0003810610"," 1"
"Mp8g08670.1","MobiDBLite:consensus disorder prediction; PANTHER:PTHR34371:OS01G0551000 PROTEIN; MapolyID:Mapoly0063s0052","Mp8g08670","0.0003810065"," 5"
"Mp8g08680.1","MapolyID:Mapoly0063s0051","Mp8g08680",NA,NA
"Mp8g09490.1","KEGG:K01674:cah, carbonic anhydrase [EC:4.2.1.1]; KOG:KOG0382:Carbonic anhydrase, N-term missing, [R]; PANTHER:PTHR18952:CARBONIC ANHYDRASE; CDD:cd03124:alpha_CA_prokaryotic_like; G3DSA:3.10.200.10:Carbonic Anhydrase II; Pfam:PF00194:Eukaryotic-type carbonic anhydrase; SUPERFAMILY:SSF51069:Carbonic anhydrase; SMART:SM01057:Carb_anhydrase_2a; ProSiteProfiles:PS51144:Alpha-carbonic anhydrases profile.; GO:0004089:carbonate dehydratase activity; GO:0008270:zinc ion binding; MapolyID:Mapoly0359s0002","Mp8g09490","0.0015714295"," 6"
"Mp8g09500.1","SMART:SM00356:c3hfinal6; CDD:cd00105:KH-I; G3DSA:4.10.1000.10:CCCH zinc finger; ProSiteProfiles:PS50084:Type-1 KH domain profile.; ProSiteProfiles:PS50103:Zinc finger C3H1-type profile.; PTHR10288:SF273:TRANSCRIPTION FACTOR C3H FAMILY-RELATED; SUPERFAMILY:SSF90229:CCCH zinc finger; PANTHER:PTHR10288:KH DOMAIN CONTAINING RNA BINDING PROTEIN; Pfam:PF00642:Zinc finger C-x8-C-x5-C-x3-H type (and similar); SUPERFAMILY:SSF54791:Eukaryotic type KH-domain (KH-domain type I); GO:0003723:RNA binding; GO:0046872:metal ion binding; MapolyID:Mapoly0359s0001","Mp8g09500","0.0002857140"," 1"
"Mp8g09510.1","KEGG:K02727:PSMA3, 20S proteasome subunit alpha 7 [EC:3.4.25.1]; KOG:KOG0184:20S proteasome, regulatory subunit alpha type PSMA3/PRE10, [O]; G3DSA:3.60.20.10:Glutamine Phosphoribosylpyrophosphate; SMART:SM00948:Proteasome_A_N_2; ProSiteProfiles:PS51475:Proteasome alpha-type subunit profile.; Pfam:PF10584:Proteasome subunit A N-terminal signature; CDD:cd03751:proteasome_alpha_type_3; ProSitePatterns:PS00388:Proteasome alpha-type subunits signature.; SUPERFAMILY:SSF56235:N-terminal nucleophile aminohydrolases (Ntn hydrolases); Pfam:PF00227:Proteasome subunit; PANTHER:PTHR11599:PROTEASOME SUBUNIT ALPHA/BETA; PTHR11599:SF173:PROTEASOME SUBUNIT ALPHA TYPE; GO:0006511:ubiquitin-dependent protein catabolic process; GO:0019773:proteasome core complex, alpha-subunit complex; GO:0051603:proteolysis involved in cellular protein catabolic process; GO:0005839:proteasome core complex; MapolyID:Mapoly0008s0273","Mp8g09510","0.0008571430"," 3"
"Mp8g09520.1","KEGG:K23567:EMC6, TMEM93, ER membrane protein complex subunit 6; KOG:KOG4455:Uncharacterized conserved protein, [S]; PTHR20994:SF0:ER MEMBRANE PROTEIN COMPLEX SUBUNIT 6; PANTHER:PTHR20994:UNCHARACTERIZED; Pfam:PF07019:Rab5-interacting protein (Rab5ip); GO:0016021:integral component of membrane; GO:0005783:endoplasmic reticulum; GO:0072546:ER membrane protein complex; MapolyID:Mapoly0008s0274","Mp8g09520","0.0002857140"," 1"
"Mp8g09530.1","KEGG:K12666:OST1, RPN1, oligosaccharyltransferase complex subunit alpha (ribophorin I); KOG:KOG2291:Oligosaccharyltransferase, alpha subunit (ribophorin I), [O]; ProSiteProfiles:PS51257:Prokaryotic membrane lipoprotein lipid attachment site profile.; Coils:Coil; PTHR21049:SF0:DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT 1; PANTHER:PTHR21049:RIBOPHORIN I; Pfam:PF04597:Ribophorin I; GO:0006486:protein glycosylation; GO:0016021:integral component of membrane; MapolyID:Mapoly0008s0275","Mp8g09530","0.0005873427"," 4"
"Mp8g09540.1","MapolyID:Mapoly0008s0276","Mp8g09540","0.0008574835"," 5"
"Mp8g09550.1","MapolyID:Mapoly0008s0269","Mp8g09550",NA,NA
"Mp8g09560.1","MapolyID:Mapoly0008s0268","Mp8g09560","0.0005476940"," 3"
"Mp8g09570.1","MapolyID:Mapoly0008s0267","Mp8g09570","0.0005239590"," 2"
"Mp8g09580.1","MapolyID:Mapoly0008s0266","Mp8g09580","0.0007142870"," 3"
"Mp8g09590.1","KEGG:K00430:E1.11.1.7, peroxidase [EC:1.11.1.7]; CDD:cd00693:secretory_peroxidase; PANTHER:PTHR31235:PEROXIDASE 25-RELATED; PTHR31235:SF333:PEROXIDASE; SUPERFAMILY:SSF48113:Heme-dependent peroxidases; ProSitePatterns:PS00435:Peroxidases proximal heme-ligand signature.; G3DSA:1.10.420.10:Peroxidase; PRINTS:PR00461:Plant peroxidase signature; Pfam:PF00141:Peroxidase; G3DSA:1.10.520.10; ProSiteProfiles:PS50873:Plant heme peroxidase family profile.; PRINTS:PR00458:Haem peroxidase superfamily signature; GO:0020037:heme binding; GO:0006979:response to oxidative stress; GO:0004601:peroxidase activity; GO:0042744:hydrogen peroxide catabolic process; MapolyID:Mapoly0008s0265","Mp8g09590","0.0006985593"," 7"
"Mp8g09600.1","KOG:KOG0618:Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP), C-term missing, [T]; Pfam:PF08263:Leucine rich repeat N-terminal domain; PTHR48059:SF4:POLYGALACTURONASE INHIBITOR 1; G3DSA:3.80.10.10:Ribonuclease Inhibitor; PANTHER:PTHR48059:POLYGALACTURONASE INHIBITOR 1; Pfam:PF13855:Leucine rich repeat; SUPERFAMILY:SSF52058:L domain-like; GO:0005515:protein binding; MapolyID:Mapoly0008s0264","Mp8g09600","0.0029684267","23"
"Mp8g13440.1","KOG:KOG4441:Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes, C-term missing, [TR]; Coils:Coil; SMART:SM00225:BTB_4; SUPERFAMILY:SSF54695:POZ domain; CDD:cd14733:BACK; ProSiteProfiles:PS50097:BTB domain profile.; G3DSA:3.30.710.10:Potassium Channel Kv1.1, Chain A; Pfam:PF00651:BTB/POZ domain; PANTHER:PTHR24413:SPECKLE-TYPE POZ PROTEIN; PTHR24413:SF229:GH01369P; CDD:cd18186:BTB_POZ_ZBTB_KLHL-like; GO:0005515:protein binding; MapolyID:Mapoly0110s0025","Mp8g13440",NA,NA
"Mp8g13450.1","KOG:KOG4441:Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes, C-term missing, [TR]; CDD:cd18186:BTB_POZ_ZBTB_KLHL-like; Pfam:PF00651:BTB/POZ domain; PANTHER:PTHR24413:SPECKLE-TYPE POZ PROTEIN; SUPERFAMILY:SSF54695:POZ domain; ProSiteProfiles:PS50097:BTB domain profile.; CDD:cd14733:BACK; G3DSA:3.30.710.10:Potassium Channel Kv1.1, Chain A; SMART:SM00225:BTB_4; PTHR24413:SF229:GH01369P; GO:0005515:protein binding; MapolyID:Mapoly0110s0026","Mp8g13450","0.0008892167"," 6"
"Mp8g13460.1","KOG:KOG4441:Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes, C-term missing, [TR]; ProSiteProfiles:PS50097:BTB domain profile.; CDD:cd18186:BTB_POZ_ZBTB_KLHL-like; PANTHER:PTHR24413:SPECKLE-TYPE POZ PROTEIN; G3DSA:3.30.710.10:Potassium Channel Kv1.1, Chain A; Pfam:PF00651:BTB/POZ domain; SUPERFAMILY:SSF54695:POZ domain; PTHR24413:SF229:GH01369P; SMART:SM00225:BTB_4; GO:0005515:protein binding; MapolyID:Mapoly0110s0027","Mp8g13460","0.0006666670"," 3"
"Mp8g13470.1","KOG:KOG1601:GATA-4/5/6 transcription factors, [K]; SMART:SM00336:bboxneu5; ProSiteProfiles:PS50119:Zinc finger B-box type profile.; CDD:cd19821:Bbox1_BBX-like; ProSiteProfiles:PS51017:CCT domain profile.; PTHR31319:SF53:ZINC FINGER PROTEIN CONSTANS-LIKE 5; Pfam:PF06203:CCT motif; MobiDBLite:consensus disorder prediction; Pfam:PF00643:B-box zinc finger; PANTHER:PTHR31319:ZINC FINGER PROTEIN CONSTANS-LIKE 4; GO:0005515:protein binding; GO:0008270:zinc ion binding; MapolyID:Mapoly0110s0028; MPGENES:MpBBX5:transcription factor, BBX","Mp8g13470","0.0005954080"," 3"
"Mp8g13480.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0110s0029","Mp8g13480","0.0009526530"," 2"
"Mp8g13490.1","KEGG:K04794:PTH2, peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]; KOG:KOG3282:Uncharacterized conserved protein, N-term missing, [S]; Pfam:PF01981:Peptidyl-tRNA hydrolase PTH2; CDD:cd02430:PTH2; PANTHER:PTHR12649:PEPTIDYL-TRNA HYDROLASE 2; TIGRFAM:TIGR00283:arch_pth2: peptidyl-tRNA hydrolase; PTHR12649:SF11:PEPTIDYL-TRNA HYDROLASE 2, MITOCHONDRIAL; G3DSA:3.40.1490.10:Bit1; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF102462:Peptidyl-tRNA hydrolase II; GO:0004045:aminoacyl-tRNA hydrolase activity; MapolyID:Mapoly0110s0033","Mp8g13490","0.0006190475"," 3"
"Mp8g13490.2","KEGG:K04794:PTH2, peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]; KOG:KOG3282:Uncharacterized conserved protein, N-term missing, [S]; MobiDBLite:consensus disorder prediction; Pfam:PF01981:Peptidyl-tRNA hydrolase PTH2; G3DSA:3.40.1490.10:Bit1; SUPERFAMILY:SSF102462:Peptidyl-tRNA hydrolase II; TIGRFAM:TIGR00283:arch_pth2: peptidyl-tRNA hydrolase; PANTHER:PTHR12649:PEPTIDYL-TRNA HYDROLASE 2; CDD:cd02430:PTH2; PTHR12649:SF11:PEPTIDYL-TRNA HYDROLASE 2, MITOCHONDRIAL; GO:0004045:aminoacyl-tRNA hydrolase activity; MapolyID:Mapoly0110s0033","Mp8g13490","0.0006190475"," 3"
"Mp8g13500.1","SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; Pfam:PF07819:PGAP1-like protein; PANTHER:PTHR47909:ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN; GO:0016788:hydrolase activity, acting on ester bonds; MapolyID:Mapoly0110s0034","Mp8g13500","0.0006984133"," 5"
"Mp8g13510.1","PANTHER:PTHR32046; Coils:Coil; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; MapolyID:Mapoly0110s0037","Mp8g13510","0.0006508443"," 6"
"Mp8g13510.2","PANTHER:PTHR32046; Coils:Coil; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; MapolyID:Mapoly0110s0037","Mp8g13510","0.0006508443"," 6"
"Mp8g13520.1","KEGG:K01183:E3.2.1.14, chitinase [EC:3.2.1.14]; KOG:KOG4701:Chitinase, C-term missing, [M]; G3DSA:3.20.20.80:Glycosidases; SUPERFAMILY:SSF51445:(Trans)glycosidases; PANTHER:PTHR45708:ENDOCHITINASE; MapolyID:Mapoly0110s0035","Mp8g13520","0.0005239590"," 2"
"Mp8g13530.1","MapolyID:Mapoly0110s0036","Mp8g13530",NA,NA
"Mp8g13540.1","Coils:Coil; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF58113:Apolipoprotein A-I; G3DSA:1.10.287.700:Helix hairpin bin; PTHR47372:SF11:DAUER UP-REGULATED-RELATED; PANTHER:PTHR47372:DAUER UP-REGULATED-RELATED; G3DSA:1.20.120.20:Apolipoprotein; MapolyID:Mapoly0935s0001","Mp8g13540","0.0010319143"," 7"
"Mp8g13550.1","MobiDBLite:consensus disorder prediction; PANTHER:PTHR47372:DAUER UP-REGULATED-RELATED; G3DSA:1.20.120.20:Apolipoprotein; SUPERFAMILY:SSF58113:Apolipoprotein A-I; PTHR47372:SF11:DAUER UP-REGULATED-RELATED; G3DSA:1.10.287.700:Helix hairpin bin; Coils:Coil; MapolyID:Mapoly1171s0002","Mp8g13550","0.0007857895"," 4"
"Mp8g13560.1","MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF58113:Apolipoprotein A-I; G3DSA:1.20.120.20:Apolipoprotein; Pfam:PF07464:Apolipophorin-III precursor (apoLp-III); GO:0005576:extracellular region; GO:0008289:lipid binding; GO:0006869:lipid transport; MapolyID:Mapoly1171s0001","Mp8g13560","0.0006190475"," 3"
"Mp8g13570.1","MapolyID:Mapoly0110s0038","Mp8g13570","0.0006826623"," 5"
"Mp8g13580.1","KEGG:K23504:SERAC1, protein SERAC1; KOG:KOG2029:Uncharacterized conserved protein, N-term missing, [S]; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; MapolyID:Mapoly0110s0039","Mp8g13580","0.0002857140"," 1"
"Mp8g13580.2","KEGG:K23504:SERAC1, protein SERAC1; KOG:KOG2029:Uncharacterized conserved protein, N-term missing, [S]; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; MapolyID:Mapoly0110s0039","Mp8g13580","0.0002857140"," 1"
"Mp8g13590.1","KEGG:K04861:CACNA2D4, voltage-dependent calcium channel alpha-2/delta-4; KOG:KOG2353:L-type voltage-dependent Ca2+ channel, alpha2/delta subunit, C-term missing, [PT]; MobiDBLite:consensus disorder prediction; SMART:SM00327:VWA_4; SUPERFAMILY:SSF53300:vWA-like; G3DSA:3.40.50.410; PANTHER:PTHR10166:VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED; ProSiteProfiles:PS50234:VWFA domain profile.; MapolyID:Mapoly0110s0040","Mp8g13590","0.0004286255"," 2"
"Mp8g13600.1","MapolyID:Mapoly0110s0041","Mp8g13600","0.0004761900"," 1"
"Mp8g13610.1","KEGG:K04861:CACNA2D4, voltage-dependent calcium channel alpha-2/delta-4; KOG:KOG2353:L-type voltage-dependent Ca2+ channel, alpha2/delta subunit, C-term missing, [PT]; SUPERFAMILY:SSF53300:vWA-like; SMART:SM00327:VWA_4; G3DSA:3.40.50.410; ProSiteProfiles:PS50234:VWFA domain profile.; PTHR10166:SF37:STRAIGHTJACKET, ISOFORM C; PANTHER:PTHR10166:VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED; MobiDBLite:consensus disorder prediction","Mp8g13610","0.0004920860"," 4"
"Mp8g13630.1","KEGG:K04859:CACNA2D2, voltage-dependent calcium channel alpha-2/delta-2; KOG:KOG2353:L-type voltage-dependent Ca2+ channel, alpha2/delta subunit, C-term missing, [PT]; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50234:VWFA domain profile.; PANTHER:PTHR10166:VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED; G3DSA:3.40.50.410; SUPERFAMILY:SSF53300:vWA-like; MapolyID:Mapoly0110s0042","Mp8g13630","0.0005079363"," 3"
"Mp8g13640.1","MapolyID:Mapoly0110s0043","Mp8g13640",NA,NA
"Mp8g13650.1","SUPERFAMILY:SSF81383:F-box domain; Pfam:PF00646:F-box domain; PANTHER:PTHR46301:F-BOX/KELCH-REPEAT PROTEIN; G3DSA:1.20.1280.50; GO:0005515:protein binding; MapolyID:Mapoly0110s0044","Mp8g13650","0.0007142855"," 3"
"Mp8g13660.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0110s0045","Mp8g13660",NA,NA
"Mp8g13670.1","PTHR31042:SF103:CORE-2/I-BRANCHING BETA-1,6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN; PANTHER:PTHR31042:CORE-2/I-BRANCHING BETA-1,6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN-RELATED; Pfam:PF02485:Core-2/I-Branching enzyme; GO:0016757:transferase activity, transferring glycosyl groups; GO:0016020:membrane; MapolyID:Mapoly0110s0046","Mp8g13670","0.0006666667"," 5"
"Mp8g13680.1","KEGG:K11420:EHMT, [histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355]; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF88697:PUA domain-like; ProSiteProfiles:PS51015:YDG domain profile.; PANTHER:PTHR45660:HISTONE-LYSINE N-METHYLTRANSFERASE SETMAR; Pfam:PF02182:SAD/SRA domain; G3DSA:2.30.280.10; PTHR45660:SF46:HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH6; SMART:SM00466:G9a_1; MapolyID:Mapoly0110s0047","Mp8g13680","0.0008810475"," 8"
"Mp8g13690.1","G3DSA:2.40.50.40; PANTHER:PTHR33827:PROTEIN SAWADEE HOMEODOMAIN HOMOLOG 2; PTHR33827:SF7:PROTEIN SAWADEE HOMEODOMAIN HOMOLOG 2; G3DSA:2.30.30.140; Pfam:PF16719:SAWADEE domain; MobiDBLite:consensus disorder prediction; GO:0003682:chromatin binding; MapolyID:Mapoly0110s0048","Mp8g13690","0.0010955500","13"
"Mp8g13690.2","G3DSA:2.40.50.40; G3DSA:2.30.30.140; Pfam:PF16719:SAWADEE domain; PTHR33827:SF7:PROTEIN SAWADEE HOMEODOMAIN HOMOLOG 2; MobiDBLite:consensus disorder prediction; PANTHER:PTHR33827:PROTEIN SAWADEE HOMEODOMAIN HOMOLOG 2; GO:0003682:chromatin binding; MapolyID:Mapoly0110s0048","Mp8g13690","0.0010955500","13"
"Mp8g13700.1","KEGG:K10872:DMC1, meiotic recombination protein DMC1; KOG:KOG1434:Meiotic recombination protein Dmc1, [DL]; CDD:cd01123:Rad51_DMC1_radA; Pfam:PF08423:Rad51; PANTHER:PTHR22942:RECA/RAD51/RADA DNA STRAND-PAIRING FAMILY MEMBER; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; TIGRFAM:TIGR02238:recomb_DMC1: meiotic recombinase Dmc1; PTHR22942:SF64:MEIOTIC RECOMBINATION PROTEIN DMC1-LIKE PROTEIN; G3DSA:1.10.150.20:5' to 3' exonuclease; ProSiteProfiles:PS50163:RecA family profile 2.; ProSiteProfiles:PS50162:RecA family profile 1.; G3DSA:3.40.50.300; SUPERFAMILY:SSF47794:Rad51 N-terminal domain-like; GO:0007131:reciprocal meiotic recombination; GO:0005634:nucleus; GO:0006281:DNA repair; GO:0006259:DNA metabolic process; GO:0003677:DNA binding; GO:0000150:recombinase activity; GO:0008094:DNA-dependent ATPase activity; GO:0000166:nucleotide binding; GO:0005524:ATP binding; MapolyID:Mapoly0110s0049","Mp8g13700",NA,NA
"Mp8g13710.1","KEGG:K10872:DMC1, meiotic recombination protein DMC1; KOG:KOG1434:Meiotic recombination protein Dmc1, [DL]; MobiDBLite:consensus disorder prediction; Pfam:PF08423:Rad51; ProSiteProfiles:PS50163:RecA family profile 2.; PANTHER:PTHR22942:RECA/RAD51/RADA DNA STRAND-PAIRING FAMILY MEMBER; PTHR22942:SF64:MEIOTIC RECOMBINATION PROTEIN DMC1-LIKE PROTEIN; SUPERFAMILY:SSF47794:Rad51 N-terminal domain-like; ProSiteProfiles:PS50162:RecA family profile 1.; G3DSA:1.10.150.20:5' to 3' exonuclease; PIRSF:PIRSF005856:Rad51; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; G3DSA:3.40.50.300; CDD:cd01123:Rad51_DMC1_radA; TIGRFAM:TIGR02238:recomb_DMC1: meiotic recombinase Dmc1; GO:0007131:reciprocal meiotic recombination; GO:0005634:nucleus; GO:0006281:DNA repair; GO:0006259:DNA metabolic process; GO:0008094:DNA-dependent ATPase activity; GO:0003677:DNA binding; GO:0000150:recombinase activity; GO:0000166:nucleotide binding; GO:0005524:ATP binding; MapolyID:Mapoly0108s0001","Mp8g13710",NA,NA
"Mp8g13710.2","KEGG:K10872:DMC1, meiotic recombination protein DMC1; KOG:KOG1434:Meiotic recombination protein Dmc1, [DL]; G3DSA:1.10.150.20:5' to 3' exonuclease; Pfam:PF08423:Rad51; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50163:RecA family profile 2.; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; PIRSF:PIRSF005856:Rad51; CDD:cd01123:Rad51_DMC1_radA; PTHR22942:SF64:MEIOTIC RECOMBINATION PROTEIN DMC1-LIKE PROTEIN; G3DSA:3.40.50.300; PANTHER:PTHR22942:RECA/RAD51/RADA DNA STRAND-PAIRING FAMILY MEMBER; SUPERFAMILY:SSF47794:Rad51 N-terminal domain-like; ProSiteProfiles:PS50162:RecA family profile 1.; GO:0006281:DNA repair; GO:0006259:DNA metabolic process; GO:0008094:DNA-dependent ATPase activity; GO:0003677:DNA binding; GO:0000166:nucleotide binding; GO:0005524:ATP binding; MapolyID:Mapoly0108s0001","Mp8g13710",NA,NA
"Mp8g13710.3","KEGG:K10872:DMC1, meiotic recombination protein DMC1; KOG:KOG1434:Meiotic recombination protein Dmc1, [DL]; G3DSA:1.10.150.20:5' to 3' exonuclease; Pfam:PF08423:Rad51; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50163:RecA family profile 2.; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; PIRSF:PIRSF005856:Rad51; CDD:cd01123:Rad51_DMC1_radA; PTHR22942:SF64:MEIOTIC RECOMBINATION PROTEIN DMC1-LIKE PROTEIN; G3DSA:3.40.50.300; PANTHER:PTHR22942:RECA/RAD51/RADA DNA STRAND-PAIRING FAMILY MEMBER; SUPERFAMILY:SSF47794:Rad51 N-terminal domain-like; ProSiteProfiles:PS50162:RecA family profile 1.; GO:0006281:DNA repair; GO:0006259:DNA metabolic process; GO:0008094:DNA-dependent ATPase activity; GO:0003677:DNA binding; GO:0000166:nucleotide binding; GO:0005524:ATP binding; MapolyID:Mapoly0108s0001","Mp8g13710",NA,NA
"Mp8g13710.4","KEGG:K10872:DMC1, meiotic recombination protein DMC1; KOG:KOG1434:Meiotic recombination protein Dmc1, [DL]; MobiDBLite:consensus disorder prediction; Pfam:PF08423:Rad51; ProSiteProfiles:PS50163:RecA family profile 2.; PANTHER:PTHR22942:RECA/RAD51/RADA DNA STRAND-PAIRING FAMILY MEMBER; PTHR22942:SF64:MEIOTIC RECOMBINATION PROTEIN DMC1-LIKE PROTEIN; SUPERFAMILY:SSF47794:Rad51 N-terminal domain-like; ProSiteProfiles:PS50162:RecA family profile 1.; G3DSA:1.10.150.20:5' to 3' exonuclease; PIRSF:PIRSF005856:Rad51; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; G3DSA:3.40.50.300; CDD:cd01123:Rad51_DMC1_radA; TIGRFAM:TIGR02238:recomb_DMC1: meiotic recombinase Dmc1; GO:0007131:reciprocal meiotic recombination; GO:0005634:nucleus; GO:0006281:DNA repair; GO:0006259:DNA metabolic process; GO:0008094:DNA-dependent ATPase activity; GO:0003677:DNA binding; GO:0000150:recombinase activity; GO:0000166:nucleotide binding; GO:0005524:ATP binding; MapolyID:Mapoly0108s0001","Mp8g13710",NA,NA
"Mp8g13720.1","G3DSA:1.25.40.10; SUPERFAMILY:SSF48452:TPR-like; Coils:Coil; ProSiteProfiles:PS50293:TPR repeat region circular profile.; Pfam:PF13176:Tetratricopeptide repeat; PANTHER:PTHR47310:PROTEIN FLUORESCENT IN BLUE LIGHT, CHLOROPLASTIC; PTHR47310:SF2:PROTEIN FLUORESCENT IN BLUE LIGHT, CHLOROPLASTIC; GO:0015995:chlorophyll biosynthetic process; GO:0033014:tetrapyrrole biosynthetic process; GO:0005515:protein binding; MapolyID:Mapoly0108s0002","Mp8g13720","0.0002857140"," 1"
